post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47634503,UN chief tells Trump 'war is not a game show' after US bombs civilian targets,entertainment,20,1,hkhn,2026-04-04 19:05:11,0.047619047619047616,False
47634544,"The story that rocked the world: Ten years of the Panama Papers, part 1 – ICIJ",entertainment,12,0,abdelhousni,2026-04-04 19:05:11,0.0,False
47640728,Show HN: A game where you build a GPU,entertainment,187,44,Jaso1024,2026-04-04 19:05:11,0.23404255319148937,True
47636660,Systemd-free Modern Linux: artixlinux and dinit and labwc and noctalia shell,entertainment,11,0,grigio,2026-04-04 19:05:12,0.0,False
47608059,43 hours battery life: Dell XPS 14 2026 lasts almost 3x longer vs MacBook Air 15,entertainment,30,10,akyuu,2026-04-04 19:05:12,0.3225806451612903,False
47612202,Article about simple LSB steganography in JavaScript,entertainment,7,1,ernos,2026-04-04 19:05:13,0.125,False
47608130,Montana referendum to outlaw corporate campaign contributions [video],entertainment,63,14,le-mark,2026-04-04 19:05:13,0.21875,False
47620442,NASA: Artemis II Real time tracking with multiple views,entertainment,11,0,ColinWright,2026-04-04 19:05:13,0.0,False
47597935,CERN levels up with new superconducting karts,entertainment,394,85,fnands,2026-04-04 19:05:13,0.21518987341772153,True
47612277,Almighty Lisp: Lisp and Emacs Essentials Book,entertainment,72,4,nemoniac,2026-04-04 19:05:13,0.0547945205479452,False
47593958,Karakuri Mechanical Art,entertainment,23,2,marukodo,2026-04-04 19:05:14,0.08333333333333333,False
47639042,Trying for 1 month but can't learn pixel art still,entertainment,23,38,limondas,2026-04-04 19:05:15,1.5833333333333333,False
47632901,Sandbox Strategy Game for AI,entertainment,6,0,Stefan_Golas,2026-04-04 19:05:15,0.0,False
47618581,Amazon is adding a fuel surcharge to fees it collects from third-party sellers,entertainment,166,105,lehi,2026-04-04 19:05:15,0.6287425149700598,True
47632385,"Palm-sized superconducting magnet achieves 42 Tesla, rivaling the worlds biggest",worldnews,10,0,u1hcw9nx,2026-04-04 19:05:18,0.0,False
47587631,RubyGems Fracture Incident Report,worldnews,93,40,schneems,2026-04-04 19:05:23,0.425531914893617,False
47628606,"Hello, World - NASA",worldnews,5,0,lateforwork,2026-04-04 19:05:23,0.0,False
47628608,OpenClaw privilege escalation vulnerability,worldnews,488,227,kykeonaut,2026-04-04 19:05:23,0.46421267893660534,True
47624580,AI's fluency in other languages hides a Western worldview that can mislead users,worldnews,13,2,1659447091,2026-04-04 19:05:24,0.14285714285714285,False
47622594,Untaxed Wealth of Richest 0.1% Is More Than Assets of World’s Poorest Half,worldnews,35,15,ZunarJ5,2026-04-04 19:05:25,0.4166666666666667,False
47630795,"Hello, World",worldnews,91,23,reconnecting,2026-04-04 19:05:25,0.25,False
47639016,Show HN: Hacker News RSS Feed Directory,worldnews,5,0,tamnd,2026-04-04 19:05:25,0.0,False
47612558,Enabling Codex to Analyze Two Decades of Hacker News Data,worldnews,87,30,ronfriedhaber,2026-04-04 19:05:28,0.3409090909090909,False
47637172,AI World Domination Starts with Your Font Settings,worldnews,5,1,IkanRiddle,2026-04-04 19:05:28,0.16666666666666666,False
47627061,Solar and batteries can power the world,worldnews,282,439,edent,2026-04-04 19:05:29,1.5512367491166077,True
47641487,Show HN: Running local OpenClaw together with remote agents in an open network,worldnews,7,2,kevinlu,2026-04-04 19:05:30,0.25,False
47592392,Show HN: EU Leadership – Live API data site comparing Europe to the world,worldnews,33,16,aureljohn,2026-04-04 19:05:30,0.47058823529411764,False
47637491,The global oil crisis is turning into an everything crisis,worldnews,7,0,iamflimflam1,2026-04-04 19:05:31,0.0,False
47624270,Q148637: Windows 95/98 Overwrites Boot-Sector Field on Floppy Disks (2001),sports,10,3,TMWNN,2026-04-04 19:05:34,0.2727272727272727,False
47622715,Microsoft wants Edge to automatically open by default at Windows 11 boot,sports,16,5,tech234a,2026-04-04 19:05:39,0.29411764705882354,False
47641164,Polymarket apologizes for allowing wagers on fate of U.S. pilots downed in Iran,sports,9,3,ceejayoz,2026-04-04 19:05:39,0.3,False
47633396,Tell HN: Anthropic no longer allowing Claude Code subscriptions to use OpenClaw,sports,957,735,firloop,2026-04-04 19:05:43,0.767223382045929,True
47592462,I traced my traffic through a home Tailscale exit node,sports,154,72,stonecharioteer,2026-04-04 19:05:44,0.4645161290322581,True
47639727,"When legal sports betting surges, so do Americans' financial problems",sports,56,33,pseudolus,2026-04-04 19:05:45,0.5789473684210527,False
47633676,"Extra usage credit for Claude to celebrate usage bundles launch (Pro, Max, Team)",sports,60,58,angst,2026-04-04 19:05:46,0.9508196721311475,False
47602986,Show HN: Real-time dashboard for Claude Code agent teams,sports,75,29,simple10,2026-04-04 19:05:46,0.3815789473684211,False
47601194,"The Cathedral, the Bazaar, and the Winchester Mystery House",sports,112,47,dbreunig,2026-04-04 19:05:48,0.415929203539823,True
47636061,EU cyber agency attributes major data breach to TeamPCP hacking group,sports,6,1,jruohonen,2026-04-04 19:05:49,0.14285714285714285,False
